number_customer_service_calls,number_customer_service_interactions,state,regional_economy,international_plan,total_intl_calls,voice_mail_plan,number_vmail_messages,account_length,last_renewal,discount,total_usage,number_service_outage,service_outage_reported,ad_spend,wifi_bundle,phone_bundle,churn
3,3,Minnesota,446.5,1.0,3.0,1.0,2.0,57.0,18.05,0.0363,1.9,3,3.0,6.8403,0.0,0.0,1
1,1,South Dakota,67.571,0.0,2.0,0.0,0.0,12.0,2.8000000000000003,0.0805,3.4000000000000004,7,7.0,10.2357,0.0,0.0,0
1,1,New Mexico,122.115,1.0,2.0,1.0,1.0,6.0,0.6000000000000001,0.088,0.4,0,0.0,7.3636,0.0,0.0,0
1,1,Colorado,484.372,1.0,1.0,0.0,1.0,43.0,2.8666666666666667,0.1826,2.15,2,2.0,9.0268,0.0,0.0,0
3,3,Connecticut,321.845,0.0,0.0,1.0,3.0,9.0,1.05,0.1605,0.75,1,1.0,7.6772,1.0,1.0,0
1,1,Louisiana,281.429,1.0,2.0,1.0,0.0,55.0,18.333333333333332,0.1273,10.083333333333332,20,20.0,14.6646,0.0,1.0,1
3,5,Rhode Island,71.402,1.0,5.0,1.0,2.0,35.4,8.85,0.0245,18.88,41,41.0,22.0295,0.0,0.0,1
2,2,Utah,248.176,1.0,1.0,0.0,2.0,52.0,13.0,0.1827,17.333333333333336,34,34.0,21.7315,0.0,1.0,1
1,1,Minnesota,446.5,1.0,0.0,0.0,1.0,53.0,13.25,0.1283,0.8833333333333333,2,2.0,5.8679,0.0,0.0,1
3,5,Delaware,87.525,1.0,1.0,0.0,2.0,25.8,0.43,0.0975,10.75,25,25.0,17.1575,0.0,0.0,1
2,2,Virginia,649.393,1.0,3.0,1.0,2.0,56.0,16.8,0.1328,6.533333333333333,9,9.0,10.966999999999999,0.0,0.0,1
4,4,Texas,2355.96,0.0,0.0,1.0,4.0,8.0,0.13333333333333333,0.1428,1.0666666666666667,1,1.0,8.0059,1.0,1.0,0
2,2,New Mexico,122.115,0.0,0.0,0.0,1.0,19.0,3.4833333333333334,0.1228,2.216666666666667,4,4.0,9.107800000000001,0.0,0.0,1
2,2,Mississippi,138.74,0.0,0.0,1.0,1.0,38.0,8.866666666666667,0.1452,1.9,1,1.0,6.8194,0.0,0.0,0
3,4,Alaska,63.618,1.0,0.0,1.0,1.0,15.0,4.0,0.0163,7.0,11,11.0,13.423,0.0,0.0,0
1,1,Colorado,484.372,1.0,1.0,1.0,1.0,36.0,0.0,0.03,10.2,23,23.0,16.5582,0.0,0.0,1
2,2,Connecticut,321.845,0.0,0.0,1.0,1.0,16.0,2.4,0.1143,4.266666666666667,7,7.0,11.0933,0.0,0.0,0
1,2,Oregon,299.125,1.0,1.0,1.0,0.0,9.0,2.1,0.1593,0.44999999999999996,2,2.0,7.433,1.0,1.0,0
5,7,California,3598.103,0.0,0.0,1.0,6.0,30.0,0.5,0.2313,6.5,9,9.0,12.9998,0.0,0.0,1
1,1,Arkansas,165.221,1.0,1.0,0.0,1.0,5.0,0.08333333333333333,0.1449,0.3333333333333333,1,1.0,7.3285,1.0,0.0,0
1,2,Florida,1389.07,0.0,1.0,0.0,1.0,2.0,0.4,0.1508,0.26666666666666666,0,0.0,7.2523,1.0,0.0,0
1,2,Washington,725.514,1.0,7.0,1.0,1.0,20.0,5.0,0.173,3.0,10,10.0,8.917,0.0,0.0,0
2,4,North Dakota,73.267,0.0,1.0,1.0,0.0,7.5,1.375,0.0045,0.125,0,0.0,7.1212,0.0,0.0,1
1,1,Maine,84.497,1.0,1.0,1.0,1.0,22.0,5.866666666666666,0.0399,2.5666666666666664,4,4.0,8.5216,0.0,0.0,0
2,2,Tennessee,475.755,1.0,4.0,1.0,2.0,41.0,1.3666666666666667,0.2407,9.566666666666666,10,10.0,15.7992,0.0,0.0,1
3,4,New Jersey,745.422,0.0,2.0,1.0,2.0,0.0,0.0,0.2112,0.0,0,0.0,7.0,1.0,0.0,0
2,2,New Jersey,745.422,1.0,6.0,0.0,1.0,52.0,4.333333333333334,0.2329,3.466666666666667,3,3.0,10.3057,0.0,0.0,0
2,3,Tennessee,475.755,0.0,1.0,1.0,2.0,1.3333333333333333,0.31111111111111106,0.0858,0.1333333333333333,1,1.0,7.1211,1.0,0.0,1
5,5,South Carolina,295.88,1.0,2.0,0.0,0.0,57.0,12.35,0.1011,4.75,15,15.0,9.3995,0.0,1.0,0
5,5,Alabama,277.817,1.0,2.0,1.0,6.0,2.0,0.4,0.2478,0.6333333333333333,0,0.0,7.5755,1.0,0.0,0
3,3,Alabama,277.817,0.0,1.0,0.0,1.0,38.0,6.333333333333333,0.1656,1.9,2,2.0,7.8518,0.0,0.0,0
2,2,Wisconsin,401.792,1.0,2.0,1.0,2.0,45.0,0.75,0.0586,2.25,7,7.0,9.1638,0.0,0.0,1
1,3,Texas,2355.96,0.0,1.0,1.0,0.0,2.0,0.06666666666666667,0.1483,0.7333333333333333,2,2.0,7.6746,1.0,0.0,0
1,2,Oklahoma,240.534,1.0,0.0,1.0,1.0,4.0,1.2,0.1399,0.6666666666666666,3,3.0,7.6102,1.0,0.0,0
2,3,Tennessee,475.755,1.0,1.0,0.0,0.0,13.333333333333332,2.888888888888889,0.0913,0.2222222222222222,0,0.0,7.2174,0.0,0.0,1
7,8,Tennessee,475.755,1.0,3.0,0.0,7.0,8.75,0.875,0.0682,2.041666666666667,5,5.0,8.8599,0.0,0.0,0
3,3,Montana,65.015,0.0,1.0,1.0,2.0,45.0,1.5,0.2489,12.75,25,25.0,19.462600000000002,0.0,0.0,1
1,1,Hawaii,98.219,1.0,1.0,1.0,0.0,18.0,2.1,0.0087,1.7999999999999998,4,4.0,8.7327,0.0,0.0,1
1,1,Mississippi,138.74,1.0,3.0,1.0,0.0,27.0,2.25,0.1217,0.9,9,9.0,7.8428,0.0,0.0,1
3,4,California,3598.103,0.0,0.0,0.0,1.0,36.0,1.7999999999999998,0.2119,9.6,24,24.0,15.6816,0.0,0.0,1
2,3,Maine,84.497,0.0,0.0,0.0,0.0,1.3333333333333333,0.42222222222222217,0.072,0.06666666666666665,0,0.0,7.0602,1.0,0.0,0
5,8,South Carolina,295.88,0.0,2.0,1.0,3.0,22.5,3.75,0.1772,0.75,1,1.0,7.6993,0.0,0.0,1
3,3,North Carolina,730.072,0.0,0.0,1.0,2.0,17.0,1.1333333333333333,0.077,3.1166666666666667,7,7.0,10.0616,0.0,0.0,0
2,2,Florida,1389.07,1.0,1.0,1.0,2.0,19.0,4.75,0.0261,6.016666666666667,14,14.0,12.4231,0.0,0.0,1
1,1,Arizona,458.95,0.0,1.0,1.0,0.0,41.0,6.15,0.1141,4.783333333333333,12,12.0,10.6348,0.0,0.0,1
1,1,Minnesota,446.5,1.0,1.0,0.0,0.0,16.0,0.8,0.1301,3.7333333333333334,7,7.0,10.6354,0.0,0.0,1
1,1,South Carolina,295.88,1.0,1.0,0.0,1.0,46.0,10.733333333333334,0.0811,39.86666666666667,79,79.0,42.2066,0.0,1.0,1
2,2,Rhode Island,71.402,0.0,0.0,0.0,1.0,9.0,0.0,0.0182,0.6,4,4.0,7.5529,0.0,0.0,1
1,1,Delaware,87.525,1.0,1.0,1.0,1.0,16.0,1.0666666666666667,0.0061,6.133333333333333,12,12.0,12.5282,0.0,0.0,0
3,3,New York,2053.18,1.0,1.0,0.0,1.0,18.0,0.8999999999999999,0.2324,0.8999999999999999,1,1.0,7.8391,1.0,1.0,0
3,5,Maryland,470.187,1.0,3.0,1.0,2.0,15.0,2.5,0.1866,0.5,1,1.0,7.4541,0.0,0.0,0
1,2,Vermont,40.617,0.0,1.0,1.0,0.0,19.5,0.65,0.1188,10.725,20,20.0,16.7377,0.0,0.0,1
2,3,Wyoming,47.433,1.0,1.0,0.0,1.0,6.666666666666666,1.4444444444444444,0.1687,0.6666666666666666,0,0.0,7.6328,1.0,1.0,0
1,2,West Virginia,95.588,1.0,2.0,0.0,1.0,12.5,3.125,0.0568,1.6666666666666667,2,2.0,8.5357,0.0,0.0,0
4,5,Kentucky,260.304,1.0,2.0,0.0,3.0,18.400000000000002,3.066666666666667,0.0948,0.3066666666666667,0,0.0,7.2846,0.0,0.0,0
1,2,New York,2053.18,0.0,0.0,1.0,0.0,14.0,1.1666666666666667,0.2014,4.9,12,12.0,11.4312,1.0,1.0,0
2,2,Arizona,458.95,1.0,1.0,1.0,1.0,36.0,6.6,0.1895,9.6,31,31.0,15.3241,0.0,0.0,0
6,7,Oregon,299.125,1.0,1.0,0.0,1.0,30.0,3.5,0.0702,4.0,10,10.0,10.9275,0.0,0.0,0
1,1,Hawaii,98.219,1.0,2.0,1.0,1.0,26.0,7.800000000000001,0.1982,2.166666666666667,2,2.0,7.9767,0.0,0.0,1
1,1,South Dakota,67.571,0.0,0.0,1.0,1.0,6.0,1.5,0.2205,0.6000000000000001,1,1.0,7.5875,1.0,1.0,0
2,3,New Mexico,122.115,1.0,2.0,0.0,2.0,19.333333333333332,4.188888888888888,0.1969,2.8999999999999995,4,4.0,9.8198,0.0,0.0,1
3,5,New Hampshire,105.414,0.0,1.0,1.0,1.0,33.0,0.55,0.0742,3.3000000000000003,2,2.0,10.0784,0.0,0.0,0
1,2,Missouri,389.931,1.0,2.0,1.0,0.0,1.0,0.2,0.2723,0.03333333333333333,0,0.0,7.0308,1.0,0.0,1
2,3,Nebraska,161.702,0.0,1.0,0.0,0.0,18.666666666666664,3.1111111111111107,0.0681,1.5555555555555554,6,6.0,8.515699999999999,0.0,0.0,0
1,2,Iowa,231.108,0.0,1.0,0.0,1.0,17.0,4.816666666666666,0.2309,1.9833333333333334,2,2.0,8.864799999999999,1.0,1.0,0
1,1,Oklahoma,240.534,0.0,1.0,1.0,1.0,54.0,13.5,0.0836,1.8,5,5.0,6.6522,0.0,0.0,0
1,1,California,3598.103,1.0,0.0,1.0,1.0,47.0,7.833333333333333,0.249,3.1333333333333333,7,7.0,9.0764,0.0,0.0,1
1,1,New Hampshire,105.414,0.0,1.0,0.0,0.0,21.0,2.0999999999999996,0.2343,0.7,0,0.0,7.653700000000001,0.0,0.0,0
1,2,Arkansas,165.221,0.0,1.0,1.0,1.0,28.0,7.466666666666667,0.0685,2.8,5,5.0,8.7585,0.0,0.0,0
1,1,Alaska,63.618,0.0,0.0,1.0,1.0,48.0,4.800000000000001,0.1233,8.8,16,16.0,15.2266,0.0,0.0,0
4,4,Tennessee,475.755,1.0,1.0,1.0,1.0,60.0,1.0,0.1244,1.0,1,1.0,7.9274000000000004,0.0,1.0,1
1,3,New Jersey,745.422,1.0,5.0,0.0,0.0,6.666666666666666,1.4444444444444444,0.0534,0.2222222222222222,0,0.0,7.2014,0.0,0.0,0
1,1,North Dakota,73.267,1.0,5.0,1.0,1.0,32.0,8.533333333333333,0.2117,15.466666666666667,26,26.0,19.407,0.0,0.0,0
2,4,Arkansas,165.221,0.0,0.0,0.0,1.0,25.5,2.125,0.1538,1.275,4,4.0,8.1524,0.0,0.0,1
5,7,Rhode Island,71.402,0.0,0.0,1.0,2.0,17.857142857142858,5.357142857142857,0.0146,0.8928571428571428,0,0.0,6.814,0.0,0.0,1
1,1,Maryland,470.187,0.0,0.0,1.0,0.0,43.0,12.183333333333334,0.1923,18.633333333333333,31,31.0,23.1581,0.0,0.0,1
4,5,Louisiana,281.429,1.0,2.0,0.0,3.0,0.0,0.0,0.2424,0.0,0,0.0,7.0,1.0,0.0,0
1,2,Colorado,484.372,0.0,1.0,0.0,1.0,21.5,0.7166666666666667,0.1056,0.7166666666666667,0,0.0,7.667400000000001,0.0,0.0,0
1,4,Washington,725.514,0.0,1.0,0.0,0.0,5.25,1.1375,0.2104,0.0875,0,0.0,7.0852,1.0,0.0,1
1,2,North Carolina,730.072,1.0,1.0,1.0,1.0,19.5,3.575,0.2119,0.325,2,2.0,7.301,0.0,0.0,0
1,2,West Virginia,95.588,1.0,3.0,0.0,0.0,8.0,0.4,0.1589,0.6666666666666666,1,1.0,7.6395,1.0,1.0,0
1,1,Texas,2355.96,0.0,0.0,0.0,1.0,49.0,11.433333333333334,0.2401,3.2666666666666666,4,4.0,8.0198,0.0,0.0,1
1,1,New Mexico,122.115,1.0,1.0,0.0,0.0,16.0,1.3333333333333333,0.028,3.7333333333333334,10,10.0,10.4667,0.0,0.0,0
3,5,Connecticut,321.845,0.0,1.0,1.0,1.0,31.799999999999997,3.7099999999999995,0.0734,4.77,12,12.0,11.3492,0.0,0.0,0
5,6,New Hampshire,105.414,0.0,0.0,0.0,4.0,30.0,5.5,0.058,3.0,4,4.0,8.9378,0.0,0.0,1
2,3,North Carolina,730.072,1.0,1.0,1.0,2.0,31.333333333333332,0.5222222222222223,0.119,2.088888888888889,3,3.0,8.8941,0.0,0.0,1
3,5,Oklahoma,240.534,0.0,0.0,0.0,3.0,12.0,3.2,0.102,1.2000000000000002,4,4.0,8.1331,0.0,0.0,1
2,2,Pennsylvania,923.089,0.0,0.0,1.0,1.0,6.0,0.0,0.1132,0.8,2,2.0,7.787599999999999,1.0,1.0,0
1,1,Iowa,231.108,0.0,0.0,0.0,1.0,24.0,4.0,0.2431,0.4,2,2.0,7.3739,0.0,0.0,1
1,2,Nebraska,161.702,1.0,1.0,0.0,0.0,25.0,0.0,0.2098,3.75,7,7.0,10.454799999999999,0.0,0.0,0
1,1,Indiana,455.75,0.0,2.0,1.0,1.0,45.0,8.25,0.1514,6.0,11,11.0,10.8483,0.0,0.0,0
2,4,New Jersey,745.422,1.0,4.0,0.0,1.0,29.0,1.9333333333333333,0.1273,3.3833333333333333,5,5.0,10.3011,0.0,0.0,0
1,1,New Hampshire,105.414,1.0,1.0,0.0,1.0,0.0,0.0,0.1411,0.0,0,0.0,7.0,1.0,0.0,0
1,3,Arizona,458.95,0.0,0.0,1.0,1.0,15.333333333333332,3.322222222222222,0.0571,2.3,6,6.0,9.1808,0.0,0.0,1
2,3,Montana,65.015,1.0,1.0,0.0,1.0,35.33333333333333,1.1777777777777776,0.0415,1.7666666666666664,6,6.0,8.6427,0.0,0.0,0
1,1,Louisiana,281.429,0.0,0.0,1.0,1.0,21.0,5.949999999999999,0.0475,2.0999999999999996,5,5.0,8.0092,0.0,0.0,0
3,4,Virginia,649.393,1.0,3.0,0.0,3.0,7.5,0.75,0.1388,0.375,2,2.0,7.3625,1.0,1.0,1
1,3,New Jersey,745.422,0.0,1.0,0.0,0.0,8.666666666666666,2.311111111111111,0.088,2.311111111111111,6,6.0,9.241,0.0,0.0,0
1,5,Arizona,458.95,0.0,1.0,1.0,1.0,2.8000000000000003,0.37333333333333335,0.1782,0.18666666666666668,1,1.0,7.1761,1.0,0.0,0
1,3,Alaska,63.618,1.0,3.0,0.0,1.0,5.333333333333333,0.7999999999999999,0.0938,0.5333333333333332,0,0.0,7.5085,0.0,0.0,0
4,4,Iowa,231.108,0.0,0.0,0.0,3.0,23.0,6.9,0.2111,3.45,3,3.0,9.3975,0.0,0.0,1
1,1,New Jersey,745.422,0.0,0.0,1.0,1.0,37.0,11.716666666666667,0.2461,8.016666666666667,12,12.0,12.707799999999999,0.0,0.0,0
1,4,Michigan,620.696,0.0,1.0,0.0,1.0,2.5,0.8333333333333333,0.0513,0.125,0,0.0,7.12,0.0,0.0,0
3,4,Pennsylvania,923.089,1.0,0.0,0.0,3.0,34.5,2.3,0.0273,12.649999999999999,30,30.0,18.4342,0.0,0.0,0
1,2,Oregon,299.125,1.0,1.0,0.0,1.0,28.5,8.075,0.1039,5.699999999999999,17,17.0,10.2156,0.0,0.0,0
2,2,Connecticut,321.845,1.0,6.0,1.0,1.0,5.0,1.5,0.1638,0.08333333333333333,0,0.0,7.0786999999999995,1.0,0.0,0
3,4,Iowa,231.108,1.0,7.0,1.0,4.0,21.0,0.35,0.1254,0.35,0,0.0,7.3456,0.0,0.0,0
2,4,Colorado,484.372,1.0,0.0,0.0,1.0,23.5,2.7416666666666667,0.1128,5.091666666666667,5,5.0,11.8141,0.0,0.0,1
5,5,Indiana,455.75,1.0,10.0,0.0,1.0,38.0,5.699999999999999,0.1279,4.433333333333334,10,10.0,10.0871,0.0,0.0,0
2,3,Mississippi,138.74,0.0,2.0,1.0,1.0,20.0,5.333333333333333,0.0552,5.0,15,15.0,10.8345,0.0,0.0,0
1,2,Nebraska,161.702,1.0,1.0,1.0,1.0,7.0,0.35,0.1812,0.8166666666666667,1,1.0,7.7375,1.0,1.0,0
2,2,Tennessee,475.755,0.0,0.0,1.0,2.0,28.0,1.4,0.0553,0.4666666666666667,0,0.0,7.4414,0.0,0.0,0
2,2,Alabama,277.817,1.0,1.0,0.0,1.0,55.0,4.583333333333333,0.0397,12.833333333333332,40,40.0,19.007199999999997,0.0,1.0,0
3,3,Pennsylvania,923.089,1.0,1.0,0.0,3.0,56.0,6.533333333333333,0.0706,2.8,3,3.0,8.5913,0.0,0.0,0
1,2,Minnesota,446.5,1.0,1.0,0.0,0.0,16.0,2.1333333333333333,0.0554,2.4,6,6.0,9.207699999999999,0.0,0.0,0
2,3,Illinois,1033.31,1.0,2.0,1.0,2.0,2.6666666666666665,0.6666666666666666,0.1182,0.17777777777777776,0,0.0,7.1632,1.0,0.0,1
3,4,Utah,248.176,0.0,0.0,1.0,3.0,1.5,0.15000000000000002,0.0963,0.1,0,0.0,7.0931999999999995,1.0,0.0,0
2,2,Illinois,1033.31,0.0,0.0,1.0,2.0,47.0,9.4,0.0403,10.183333333333334,22,22.0,14.6166,0.0,0.0,1
2,3,Maryland,470.187,0.0,0.0,1.0,2.0,8.666666666666666,2.311111111111111,0.0605,0.28888888888888886,0,0.0,7.27,0.0,0.0,0
1,2,Delaware,87.525,0.0,0.0,0.0,0.0,27.5,3.208333333333333,0.0321,1.375,2,2.0,8.2989,0.0,0.0,1
2,3,Alabama,277.817,1.0,1.0,0.0,1.0,21.333333333333332,2.133333333333333,0.0592,2.4888888888888885,6,6.0,9.264,0.0,0.0,1
2,4,Connecticut,321.845,0.0,0.0,1.0,2.0,21.5,0.35833333333333334,0.0381,3.941666666666667,6,6.0,10.5794,0.0,0.0,0
4,5,Tennessee,475.755,1.0,1.0,1.0,4.0,46.400000000000006,10.053333333333335,0.2152,3.0933333333333337,5,5.0,7.9176,0.0,0.0,1
2,3,New Jersey,745.422,0.0,0.0,0.0,2.0,4.0,0.6666666666666666,0.0565,0.5333333333333333,0,0.0,7.521599999999999,0.0,0.0,0
4,5,New Hampshire,105.414,0.0,0.0,0.0,3.0,41.6,9.013333333333334,0.0923,9.013333333333334,18,18.0,13.2602,0.0,0.0,0
2,2,Delaware,87.525,0.0,2.0,1.0,2.0,40.0,0.6666666666666666,0.0051,2.0,11,11.0,8.8279,0.0,0.0,1
1,2,Hawaii,98.219,1.0,1.0,1.0,1.0,9.0,1.95,0.1843,0.15,0,0.0,7.1401,1.0,1.0,0
2,2,Minnesota,446.5,1.0,3.0,1.0,0.0,38.0,3.1666666666666665,0.0762,60.166666666666664,111,111.0,61.949,0.0,1.0,1
1,2,Rhode Island,71.402,1.0,2.0,0.0,1.0,19.5,5.2,0.2228,0.9750000000000001,0,0.0,6.9365000000000006,0.0,0.0,1
1,1,Iowa,231.108,1.0,1.0,0.0,0.0,43.0,10.033333333333333,0.1013,5.016666666666667,11,11.0,9.7146,0.0,0.0,0
1,1,Louisiana,281.429,0.0,1.0,1.0,1.0,24.0,3.6,0.029,1.6,5,5.0,8.5001,0.0,0.0,0
1,1,New Jersey,745.422,1.0,1.0,0.0,0.0,37.0,6.783333333333333,0.1965,1.2333333333333334,5,5.0,7.2153,0.0,0.0,1
2,2,Georgia,755.698,0.0,0.0,0.0,1.0,57.0,1.9,0.0401,2.8499999999999996,4,4.0,9.6918,0.0,0.0,1
2,3,Rhode Island,71.402,0.0,0.0,0.0,1.0,10.0,0.3333333333333333,0.0906,0.16666666666666666,0,0.0,7.154,0.0,0.0,0
1,3,California,3598.103,0.0,1.0,1.0,0.0,7.0,1.5166666666666666,0.1379,2.1,5,5.0,8.8948,1.0,1.0,0
1,2,Kentucky,260.304,1.0,3.0,0.0,1.0,9.0,1.05,0.1197,2.25,5,5.0,9.2027,0.0,0.0,0
1,1,Connecticut,321.845,0.0,1.0,1.0,1.0,42.0,4.8999999999999995,0.1333,7.0,23,23.0,13.4346,0.0,0.0,1
2,2,Louisiana,281.429,1.0,1.0,1.0,1.0,48.0,3.2,0.2259,24.8,48,48.0,31.2114,0.0,1.0,1
1,2,North Carolina,730.072,1.0,1.0,0.0,1.0,18.5,4.625,0.2322,20.35,39,39.0,25.5609,1.0,1.0,1
1,1,North Carolina,730.072,0.0,1.0,1.0,1.0,26.0,2.166666666666667,0.0205,0.8666666666666667,1,1.0,7.8186,0.0,0.0,1
4,5,California,3598.103,1.0,2.0,1.0,2.0,24.0,1.6,0.0168,0.8,1,1.0,7.7527,0.0,0.0,1
2,3,New Jersey,745.422,1.0,3.0,0.0,0.0,17.333333333333332,3.1777777777777776,0.2245,2.022222222222222,5,5.0,8.9345,1.0,1.0,0
1,2,Kansas,210.67,1.0,2.0,1.0,1.0,5.0,1.4166666666666665,0.0178,0.16666666666666666,0,0.0,7.1596,0.0,0.0,1
3,4,Minnesota,446.5,1.0,1.0,0.0,3.0,6.75,0.9,0.0391,0.3375,1,1.0,7.319100000000001,0.0,0.0,0
6,7,North Carolina,730.072,0.0,1.0,1.0,5.0,43.714285714285715,11.657142857142857,0.0398,6.557142857142857,17,17.0,11.2249,0.0,0.0,1
1,1,Ohio,822.67,1.0,1.0,0.0,1.0,21.0,2.4499999999999997,0.2208,0.7,3,3.0,7.6757,0.0,0.0,1
1,2,Nevada,215.918,1.0,1.0,1.0,1.0,12.5,0.625,0.0634,0.20833333333333334,1,1.0,7.202500000000001,0.0,0.0,0
1,1,South Dakota,67.571,1.0,1.0,1.0,1.0,20.0,4.333333333333333,0.0778,1.0,0,0.0,7.9894,0.0,0.0,1
1,2,Wisconsin,401.792,0.0,0.0,1.0,0.0,2.5,0.7916666666666666,0.1767,0.25,0,0.0,7.2324,1.0,0.0,0
4,4,Alabama,277.817,0.0,1.0,0.0,2.0,20.0,3.6666666666666665,0.1739,4.333333333333333,9,9.0,11.2157,0.0,0.0,0
1,1,Kentucky,260.304,1.0,2.0,1.0,1.0,33.0,6.050000000000001,0.0743,0.55,0,0.0,6.5361,0.0,0.0,1
3,3,Virginia,649.393,0.0,0.0,1.0,1.0,18.0,2.4,0.0869,3.5999999999999996,6,6.0,10.3329,0.0,0.0,0
1,4,Vermont,40.617,0.0,1.0,0.0,1.0,0.25,0.07083333333333333,0.201,0.029166666666666667,0,0.0,7.0279,1.0,0.0,0
1,1,Arkansas,165.221,1.0,2.0,1.0,1.0,44.0,12.466666666666665,0.1069,17.599999999999998,27,27.0,21.8413,0.0,0.0,1
2,5,Wisconsin,401.792,1.0,0.0,1.0,1.0,14.0,0.23333333333333334,0.1639,0.9333333333333333,1,1.0,7.886,0.0,0.0,0
1,3,Massachusetts,688.392,1.0,4.0,0.0,1.0,5.333333333333333,0.0,0.0287,1.3333333333333333,3,3.0,8.3065,0.0,0.0,0
2,5,Pennsylvania,923.089,1.0,1.0,1.0,1.0,6.4,0.8533333333333334,0.2056,0.21333333333333335,1,1.0,7.193,1.0,1.0,0
5,5,Ohio,822.67,1.0,2.0,0.0,4.0,20.0,0.0,0.0631,4.0,9,9.0,10.788499999999999,0.0,0.0,0
1,2,Connecticut,321.845,1.0,5.0,1.0,1.0,13.0,1.0833333333333335,0.0145,3.25,6,6.0,10.1311,0.0,0.0,0
2,2,Colorado,484.372,1.0,1.0,0.0,1.0,58.0,0.0,0.0485,0.9666666666666667,0,0.0,7.8919,0.0,0.0,1
2,3,Colorado,484.372,1.0,2.0,1.0,0.0,39.33333333333333,10.488888888888887,0.1825,1.9666666666666663,4,4.0,6.8376,0.0,0.0,0
1,2,Wisconsin,401.792,1.0,1.0,1.0,0.0,19.0,2.216666666666667,0.1548,1.5833333333333333,2,2.0,8.5386,0.0,0.0,1
1,1,Minnesota,446.5,0.0,0.0,0.0,0.0,55.0,10.083333333333332,0.0829,4.583333333333333,6,6.0,9.3579,0.0,0.0,1
1,1,Oregon,299.125,1.0,2.0,0.0,1.0,54.0,16.2,0.2321,16.2,32,32.0,20.8826,0.0,1.0,1
2,3,South Carolina,295.88,1.0,1.0,1.0,1.0,34.0,8.5,0.2381,11.333333333333332,26,26.0,15.3179,0.0,0.0,0
5,5,New York,2053.18,0.0,2.0,0.0,0.0,56.0,18.666666666666668,0.1933,16.8,34,34.0,20.717399999999998,0.0,1.0,1
2,3,Montana,65.015,1.0,5.0,0.0,1.0,2.6666666666666665,0.1333333333333333,0.2365,0.711111111111111,4,4.0,7.6782,1.0,0.0,0
2,2,Utah,248.176,0.0,1.0,0.0,2.0,5.0,0.25,0.0732,0.9166666666666666,0,0.0,7.8788,0.0,0.0,0
1,1,Wisconsin,401.792,1.0,1.0,0.0,1.0,37.0,11.100000000000001,0.058,4.316666666666666,6,6.0,9.1058,0.0,0.0,0
2,2,Colorado,484.372,1.0,2.0,1.0,1.0,6.0,0.4,0.1428,0.1,0,0.0,7.0901,1.0,1.0,0
1,2,New Mexico,122.115,0.0,0.0,1.0,0.0,5.5,1.4666666666666666,0.0724,1.0083333333333333,3,3.0,7.9424,0.0,0.0,0
4,4,New Hampshire,105.414,0.0,0.0,0.0,3.0,51.0,7.6499999999999995,0.2411,17.849999999999998,30,30.0,23.6287,0.0,1.0,1
3,3,Kentucky,260.304,0.0,1.0,0.0,0.0,51.0,9.35,0.1318,16.15,26,26.0,20.1234,0.0,1.0,1
10,12,Oregon,299.125,0.0,0.0,0.0,7.0,49.16666666666667,13.111111111111112,0.0583,4.097222222222222,6,6.0,8.9229,0.0,0.0,0
1,2,North Dakota,73.267,0.0,0.0,1.0,1.0,29.5,2.458333333333333,0.2271,0.9833333333333333,2,2.0,7.9666,0.0,0.0,0
1,2,New Mexico,122.115,1.0,2.0,0.0,0.0,5.5,0.36666666666666664,0.1147,1.65,3,3.0,8.5302,1.0,1.0,0
1,1,Nebraska,161.702,1.0,2.0,1.0,0.0,39.0,1.3,0.2107,7.15,15,15.0,13.6119,0.0,0.0,1
5,6,Colorado,484.372,0.0,2.0,1.0,2.0,25.0,0.4166666666666667,0.0464,0.4166666666666667,0,0.0,7.4124,0.0,0.0,0
3,3,South Carolina,295.88,0.0,1.0,0.0,0.0,3.0,0.9500000000000001,0.0547,0.6000000000000001,0,0.0,7.5445,0.0,0.0,0
1,2,Washington,725.514,1.0,3.0,0.0,1.0,28.5,0.0,0.0666,8.549999999999999,14,14.0,14.8112,0.0,0.0,0
2,2,Illinois,1033.31,0.0,1.0,1.0,1.0,43.0,10.033333333333333,0.086,1.4333333333333333,1,1.0,6.3616,0.0,0.0,0
1,5,Arkansas,165.221,0.0,2.0,0.0,0.0,10.8,1.2600000000000002,0.2406,0.18000000000000002,0,0.0,7.1703,1.0,1.0,0
1,1,Kansas,210.67,1.0,4.0,0.0,0.0,14.0,2.8,0.1216,2.1,2,2.0,8.9665,0.0,0.0,0
1,1,Indiana,455.75,1.0,0.0,0.0,1.0,26.0,4.333333333333334,0.1718,4.333333333333334,5,5.0,10.954699999999999,0.0,0.0,0
5,6,Massachusetts,688.392,0.0,0.0,0.0,4.0,11.666666666666668,1.166666666666667,0.1712,2.1388888888888893,3,3.0,9.1115,1.0,1.0,1
1,2,Maine,84.497,0.0,0.0,0.0,0.0,27.5,8.708333333333332,0.1183,11.0,24,24.0,14.9466,0.0,0.0,0
5,6,Kansas,210.67,1.0,1.0,1.0,2.0,10.0,2.1666666666666665,0.0678,0.5,1,1.0,7.4791,0.0,0.0,0
1,1,Washington,725.514,0.0,0.0,0.0,1.0,32.0,1.6,0.0021,3.2,4,4.0,9.8826,0.0,0.0,1
